Date_reported,Country_code,Country,WHO_region,New_cases,Cumulative_cases,New_deaths,Cumulative_deaths
2022-02-20,TJ,Tajikistan,EURO,0,17786,0,125
2022-02-21,TJ,Tajikistan,EURO,0,17786,0,125
2022-02-22,TJ,Tajikistan,EURO,0,17786,0,125
2022-02-23,TJ,Tajikistan,EURO,0,17786,0,125
2022-02-24,TJ,Tajikistan,EURO,0,17786,0,125
2022-02-25,TJ,Tajikistan,EURO,0,17786,0,125
2022-02-26,TJ,Tajikistan,EURO,0,17786,0,125
2022-02-27,TJ,Tajikistan,EURO,0,17786,0,125
2022-02-28,TJ,Tajikistan,EURO,0,17786,0,125
2022-03-01,TJ,Tajikistan,EURO,0,17786,0,125
2022-03-02,TJ,Tajikistan,EURO,0,17786,0,125
2022-03-03,TJ,Tajikistan,EURO,0,17786,0,125
2022-03-04,TJ,Tajikistan,EURO,0,17786,0,125
2022-03-05,TJ,Tajikistan,EURO,0,17786,0,125
2022-03-06,TJ,Tajikistan,EURO,0,17786,0,125
2022-03-07,TJ,Tajikistan,EURO,0,17786,0,125
2022-03-08,TJ,Tajikistan,EURO,0,17786,0,125
2022-03-09,TJ,Tajikistan,EURO,0,17786,0,125
2022-03-10,TJ,Tajikistan,EURO,0,17786,0,125
2022-03-11,TJ,Tajikistan,EURO,0,17786,0,125
2022-03-12,TJ,Tajikistan,EURO,0,17786,0,125
2022-03-13,TJ,Tajikistan,EURO,0,17786,0,125
2022-03-14,TJ,Tajikistan,EURO,0,17786,0,125
2022-03-15,TJ,Tajikistan,EURO,0,17786,0,125
2022-03-16,TJ,Tajikistan,EURO,0,17786,0,125
2022-03-17,TJ,Tajikistan,EURO,0,17786,0,125
2022-03-18,TJ,Tajikistan,EURO,0,17786,0,125
2022-03-19,TJ,Tajikistan,EURO,0,17786,0,125
2022-03-20,TJ,Tajikistan,EURO,0,17786,0,125
2022-03-21,TJ,Tajikistan,EURO,0,17786,0,125
2022-03-22,TJ,Tajikistan,EURO,0,17786,0,125
2022-03-23,TJ,Tajikistan,EURO,0,17786,0,125
2022-03-24,TJ,Tajikistan,EURO,0,17786,0,125
2022-03-25,TJ,Tajikistan,EURO,0,17786,0,125
2022-03-26,TJ,Tajikistan,EURO,0,17786,0,125
2022-03-27,TJ,Tajikistan,EURO,0,17786,0,125
2022-03-28,TJ,Tajikistan,EURO,0,17786,0,125
2022-03-29,TJ,Tajikistan,EURO,0,17786,0,125
2022-03-30,TJ,Tajikistan,EURO,0,17786,0,125
2022-03-31,TJ,Tajikistan,EURO,0,17786,0,125
2022-04-01,TJ,Tajikistan,EURO,0,17786,0,125
2022-04-02,TJ,Tajikistan,EURO,0,17786,0,125
2022-04-03,TJ,Tajikistan,EURO,0,17786,0,125
2022-04-04,TJ,Tajikistan,EURO,0,17786,0,125
2022-04-05,TJ,Tajikistan,EURO,0,17786,0,125
2022-04-06,TJ,Tajikistan,EURO,0,17786,0,125
2022-04-07,TJ,Tajikistan,EURO,0,17786,0,125
2022-04-08,TJ,Tajikistan,EURO,0,17786,0,125
2022-04-09,TJ,Tajikistan,EURO,0,17786,0,125
2022-04-10,TJ,Tajikistan,EURO,0,17786,0,125
2022-04-11,TJ,Tajikistan,EURO,0,17786,0,125
2022-04-12,TJ,Tajikistan,EURO,0,17786,0,125
2022-04-13,TJ,Tajikistan,EURO,0,17786,0,125
2022-04-14,TJ,Tajikistan,EURO,0,17786,0,125
2022-04-15,TJ,Tajikistan,EURO,0,17786,0,125
2022-04-16,TJ,Tajikistan,EURO,0,17786,0,125
2022-04-17,TJ,Tajikistan,EURO,0,17786,0,125
2022-04-18,TJ,Tajikistan,EURO,0,17786,0,125
2022-04-19,TJ,Tajikistan,EURO,0,17786,0,125
2022-04-20,TJ,Tajikistan,EURO,0,17786,0,125
2022-04-21,TJ,Tajikistan,EURO,0,17786,0,125
2022-04-22,TJ,Tajikistan,EURO,0,17786,0,125
2022-04-23,TJ,Tajikistan,EURO,0,17786,0,125
2022-04-24,TJ,Tajikistan,EURO,0,17786,0,125
2022-04-25,TJ,Tajikistan,EURO,0,17786,0,125
2022-04-26,TJ,Tajikistan,EURO,0,17786,0,125
2022-04-27,TJ,Tajikistan,EURO,0,17786,0,125
2022-04-28,TJ,Tajikistan,EURO,0,17786,0,125
2022-04-29,TJ,Tajikistan,EURO,0,17786,0,125
2022-04-30,TJ,Tajikistan,EURO,0,17786,0,125
2022-05-01,TJ,Tajikistan,EURO,0,17786,0,125
2022-05-02,TJ,Tajikistan,EURO,0,17786,0,125
2022-05-03,TJ,Tajikistan,EURO,0,17786,0,125
2022-05-04,TJ,Tajikistan,EURO,0,17786,0,125
2022-05-05,TJ,Tajikistan,EURO,0,17786,0,125
2022-05-06,TJ,Tajikistan,EURO,0,17786,0,125
2022-05-07,TJ,Tajikistan,EURO,0,17786,0,125
2022-05-08,TJ,Tajikistan,EURO,0,17786,0,125
2022-05-09,TJ,Tajikistan,EURO,0,17786,0,125
2022-05-10,TJ,Tajikistan,EURO,0,17786,0,125
2022-05-11,TJ,Tajikistan,EURO,0,17786,0,125
2022-05-12,TJ,Tajikistan,EURO,0,17786,0,125
2022-05-13,TJ,Tajikistan,EURO,0,17786,0,125
2020-01-03,TH,Thailand,SEARO,0,0,0,0
2020-01-04,TH,Thailand,SEARO,0,0,0,0
2020-01-05,TH,Thailand,SEARO,0,0,0,0
2020-01-06,TH,Thailand,SEARO,0,0,0,0
2020-01-07,TH,Thailand,SEARO,0,0,0,0
2020-01-08,TH,Thailand,SEARO,0,0,0,0
2020-01-09,TH,Thailand,SEARO,0,0,0,0
2020-01-10,TH,Thailand,SEARO,0,0,0,0
2020-01-11,TH,Thailand,SEARO,0,0,0,0
2020-01-12,TH,Thailand,SEARO,0,0,0,0
2020-01-13,TH,Thailand,SEARO,1,1,0,0
2020-01-14,TH,Thailand,SEARO,4,5,0,0
2020-01-15,TH,Thailand,SEARO,0,5,0,0
2020-01-16,TH,Thailand,SEARO,0,5,0,0
2020-01-17,TH,Thailand,SEARO,-3,2,0,0
2020-01-18,TH,Thailand,SEARO,4,6,0,0
2020-01-19,TH,Thailand,SEARO,0,6,0,0
2020-01-20,TH,Thailand,SEARO,0,6,0,0
2020-01-21,TH,Thailand,SEARO,0,6,0,0
2020-01-22,TH,Thailand,SEARO,1,7,0,0
2020-01-23,TH,Thailand,SEARO,-3,4,0,0
2020-01-24,TH,Thailand,SEARO,4,8,0,0
2020-01-25,TH,Thailand,SEARO,0,8,0,0
2020-01-26,TH,Thailand,SEARO,-3,5,0,0
2020-01-27,TH,Thailand,SEARO,7,12,0,0
2020-01-28,TH,Thailand,SEARO,2,14,0,0
2020-01-29,TH,Thailand,SEARO,4,18,0,0
2020-01-30,TH,Thailand,SEARO,0,18,0,0
2020-01-31,TH,Thailand,SEARO,5,23,0,0
2020-02-01,TH,Thailand,SEARO,-4,19,0,0
2020-02-02,TH,Thailand,SEARO,4,23,0,0
2020-02-03,TH,Thailand,SEARO,0,23,0,0
2020-02-04,TH,Thailand,SEARO,6,29,0,0
2020-02-05,TH,Thailand,SEARO,-4,25,0,0
2020-02-06,TH,Thailand,SEARO,4,29,0,0
2020-02-07,TH,Thailand,SEARO,0,29,0,0
2020-02-08,TH,Thailand,SEARO,3,32,0,0
2020-02-09,TH,Thailand,SEARO,-3,29,0,0
2020-02-10,TH,Thailand,SEARO,0,29,0,0
2020-02-11,TH,Thailand,SEARO,4,33,0,0
2020-02-12,TH,Thailand,SEARO,4,37,0,0
2020-02-13,TH,Thailand,SEARO,0,37,0,0
2020-02-14,TH,Thailand,SEARO,0,37,0,0
2020-02-15,TH,Thailand,SEARO,-3,34,0,0
2020-02-16,TH,Thailand,SEARO,4,38,0,0
2020-02-17,TH,Thailand,SEARO,-3,35,0,0
2020-02-18,TH,Thailand,SEARO,4,39,0,0
2020-02-19,TH,Thailand,SEARO,0,39,0,0
2020-02-20,TH,Thailand,SEARO,0,39,0,0
2020-02-21,TH,Thailand,SEARO,0,39,0,0
2020-02-22,TH,Thailand,SEARO,0,39,0,0
2020-02-23,TH,Thailand,SEARO,0,39,0,0
2020-02-24,TH,Thailand,SEARO,0,39,0,0
2020-02-25,TH,Thailand,SEARO,-2,37,0,0
2020-02-26,TH,Thailand,SEARO,3,40,0,0
2020-02-27,TH,Thailand,SEARO,4,44,0,0
2020-02-28,TH,Thailand,SEARO,-3,41,0,0
2020-02-29,TH,Thailand,SEARO,1,42,0,0
2020-03-01,TH,Thailand,SEARO,4,46,1,1
2020-03-02,TH,Thailand,SEARO,-3,43,0,1
2020-03-03,TH,Thailand,SEARO,4,47,0,1
2020-03-04,TH,Thailand,SEARO,0,47,0,1
2020-03-05,TH,Thailand,SEARO,0,47,0,1
2020-03-06,TH,Thailand,SEARO,1,48,0,1
2020-03-07,TH,Thailand,SEARO,2,50,0,1
2020-03-08,TH,Thailand,SEARO,4,54,0,1
2020-03-09,TH,Thailand,SEARO,0,54,0,1
2020-03-10,TH,Thailand,SEARO,-1,53,0,1
2020-03-11,TH,Thailand,SEARO,6,59,0,1
2020-03-12,TH,Thailand,SEARO,11,70,0,1
2020-03-13,TH,Thailand,SEARO,5,75,0,1
2020-03-14,TH,Thailand,SEARO,7,82,0,1
2020-03-15,TH,Thailand,SEARO,32,114,0,1
2020-03-16,TH,Thailand,SEARO,33,147,0,1
2020-03-17,TH,Thailand,SEARO,30,177,0,1
2020-03-18,TH,Thailand,SEARO,35,212,0,1
2020-03-19,TH,Thailand,SEARO,60,272,0,1
2020-03-20,TH,Thailand,SEARO,50,322,0,1
2020-03-21,TH,Thailand,SEARO,89,411,0,1
2020-03-22,TH,Thailand,SEARO,188,599,0,1
2020-03-23,TH,Thailand,SEARO,122,721,0,1
2020-03-24,TH,Thailand,SEARO,106,827,3,4
2020-03-25,TH,Thailand,SEARO,107,934,0,4
2020-03-26,TH,Thailand,SEARO,111,1045,0,4
2020-03-27,TH,Thailand,SEARO,91,1136,1,5
2020-03-28,TH,Thailand,SEARO,109,1245,1,6
2020-03-29,TH,Thailand,SEARO,143,1388,1,7
2020-03-30,TH,Thailand,SEARO,136,1524,2,9
2020-03-31,TH,Thailand,SEARO,127,1651,1,10
2020-04-01,TH,Thailand,SEARO,120,1771,2,12
2020-04-02,TH,Thailand,SEARO,104,1875,3,15
2020-04-03,TH,Thailand,SEARO,103,1978,4,19
2020-04-04,TH,Thailand,SEARO,89,2067,1,20
2020-04-05,TH,Thailand,SEARO,102,2169,3,23
2020-04-06,TH,Thailand,SEARO,51,2220,3,26
2020-04-07,TH,Thailand,SEARO,38,2258,1,27
2020-04-08,TH,Thailand,SEARO,111,2369,3,30
2020-04-09,TH,Thailand,SEARO,54,2423,2,32
2020-04-10,TH,Thailand,SEARO,50,2473,1,33
2020-04-11,TH,Thailand,SEARO,45,2518,2,35
2020-04-12,TH,Thailand,SEARO,33,2551,3,38
2020-04-13,TH,Thailand,SEARO,28,2579,2,40
2020-04-14,TH,Thailand,SEARO,34,2613,1,41
2020-04-15,TH,Thailand,SEARO,30,2643,2,43
2020-04-16,TH,Thailand,SEARO,29,2672,3,46
2020-04-17,TH,Thailand,SEARO,28,2700,1,47
2020-04-18,TH,Thailand,SEARO,33,2733,0,47
2020-04-19,TH,Thailand,SEARO,32,2765,0,47
2020-04-20,TH,Thailand,SEARO,27,2792,0,47
2020-04-21,TH,Thailand,SEARO,19,2811,1,48
2020-04-22,TH,Thailand,SEARO,15,2826,1,49
2020-04-23,TH,Thailand,SEARO,13,2839,1,50
2020-04-24,TH,Thailand,SEARO,15,2854,0,50
2020-04-25,TH,Thailand,SEARO,53,2907,1,51
2020-04-26,TH,Thailand,SEARO,15,2922,0,51
2020-04-27,TH,Thailand,SEARO,9,2931,1,52
2020-04-28,TH,Thailand,SEARO,7,2938,2,54
2020-04-29,TH,Thailand,SEARO,9,2947,0,54
2020-04-30,TH,Thailand,SEARO,7,2954,0,54
2020-05-01,TH,Thailand,SEARO,6,2960,0,54
2020-05-02,TH,Thailand,SEARO,6,2966,0,54
2020-05-03,TH,Thailand,SEARO,3,2969,0,54
2020-05-04,TH,Thailand,SEARO,18,2987,0,54
2020-05-05,TH,Thailand,SEARO,1,2988,0,54
2020-05-06,TH,Thailand,SEARO,1,2989,1,55
2020-05-07,TH,Thailand,SEARO,3,2992,0,55
2020-05-08,TH,Thailand,SEARO,8,3000,0,55
2020-05-09,TH,Thailand,SEARO,4,3004,1,56
2020-05-10,TH,Thailand,SEARO,5,3009,0,56
2020-05-11,TH,Thailand,SEARO,6,3015,0,56
2020-05-12,TH,Thailand,SEARO,2,3017,0,56
2020-05-13,TH,Thailand,SEARO,0,3017,0,56
2020-05-14,TH,Thailand,SEARO,1,3018,0,56
2020-05-15,TH,Thailand,SEARO,7,3025,0,56
2020-05-16,TH,Thailand,SEARO,0,3025,0,56
2020-05-17,TH,Thailand,SEARO,3,3028,0,56
2020-05-18,TH,Thailand,SEARO,3,3031,0,56
2020-05-19,TH,Thailand,SEARO,2,3033,0,56
2020-05-20,TH,Thailand,SEARO,1,3034,0,56
2020-05-21,TH,Thailand,SEARO,3,3037,0,56
2020-05-22,TH,Thailand,SEARO,0,3037,0,56
2020-05-23,TH,Thailand,SEARO,3,3040,0,56
2020-05-24,TH,Thailand,SEARO,0,3040,0,56
2020-05-25,TH,Thailand,SEARO,2,3042,1,57
2020-05-26,TH,Thailand,SEARO,3,3045,0,57
2020-05-27,TH,Thailand,SEARO,9,3054,0,57
2020-05-28,TH,Thailand,SEARO,11,3065,0,57
2020-05-29,TH,Thailand,SEARO,11,3076,0,57
2020-05-30,TH,Thailand,SEARO,1,3077,0,57
2020-05-31,TH,Thailand,SEARO,4,3081,0,57
2020-06-01,TH,Thailand,SEARO,1,3082,0,57
2020-06-02,TH,Thailand,SEARO,1,3083,1,58
2020-06-03,TH,Thailand,SEARO,1,3084,0,58
2020-06-04,TH,Thailand,SEARO,17,3101,0,58
2020-06-05,TH,Thailand,SEARO,1,3102,0,58
2020-06-06,TH,Thailand,SEARO,2,3104,0,58
2020-06-07,TH,Thailand,SEARO,8,3112,0,58
2020-06-08,TH,Thailand,SEARO,7,3119,0,58
2020-06-09,TH,Thailand,SEARO,2,3121,0,58
2020-06-10,TH,Thailand,SEARO,4,3125,0,58
2020-06-11,TH,Thailand,SEARO,0,3125,0,58
2020-06-12,TH,Thailand,SEARO,4,3129,0,58
2020-06-13,TH,Thailand,SEARO,5,3134,0,58
2020-06-14,TH,Thailand,SEARO,1,3135,0,58
2020-06-15,TH,Thailand,SEARO,0,3135,0,58
2020-06-16,TH,Thailand,SEARO,0,3135,0,58
2020-06-17,TH,Thailand,SEARO,0,3135,0,58
2020-06-18,TH,Thailand,SEARO,6,3141,0,58
2020-06-19,TH,Thailand,SEARO,5,3146,0,58
2020-06-20,TH,Thailand,SEARO,1,3147,0,58
2020-06-21,TH,Thailand,SEARO,1,3148,0,58
2020-06-22,TH,Thailand,SEARO,3,3151,0,58
2020-06-23,TH,Thailand,SEARO,5,3156,0,58
2020-06-24,TH,Thailand,SEARO,1,3157,0,58
2020-06-25,TH,Thailand,SEARO,1,3158,0,58
2020-06-26,TH,Thailand,SEARO,4,3162,0,58
2020-06-27,TH,Thailand,SEARO,0,3162,0,58
2020-06-28,TH,Thailand,SEARO,0,3162,0,58
2020-06-29,TH,Thailand,SEARO,7,3169,0,58
2020-06-30,TH,Thailand,SEARO,2,3171,0,58
2020-07-01,TH,Thailand,SEARO,2,3173,0,58
2020-07-02,TH,Thailand,SEARO,6,3179,0,58
2020-07-03,TH,Thailand,SEARO,1,3180,0,58
2020-07-04,TH,Thailand,SEARO,5,3185,0,58
2020-07-05,TH,Thailand,SEARO,5,3190,0,58
2020-07-06,TH,Thailand,SEARO,5,3195,0,58
2020-07-07,TH,Thailand,SEARO,0,3195,0,58
2020-07-08,TH,Thailand,SEARO,2,3197,0,58
2020-07-09,TH,Thailand,SEARO,5,3202,0,58
2020-07-10,TH,Thailand,SEARO,0,3202,0,58
2020-07-11,TH,Thailand,SEARO,14,3216,0,58
2020-07-12,TH,Thailand,SEARO,1,3217,0,58
2020-07-13,TH,Thailand,SEARO,3,3220,0,58
2020-07-14,TH,Thailand,SEARO,7,3227,0,58
2020-07-15,TH,Thailand,SEARO,5,3232,0,58
2020-07-16,TH,Thailand,SEARO,4,3236,0,58
2020-07-17,TH,Thailand,SEARO,3,3239,0,58
2020-07-18,TH,Thailand,SEARO,7,3246,0,58
2020-07-19,TH,Thailand,SEARO,3,3249,0,58
2020-07-20,TH,Thailand,SEARO,1,3250,0,58
2020-07-21,TH,Thailand,SEARO,5,3255,0,58
2020-07-22,TH,Thailand,SEARO,6,3261,0,58
2020-07-23,TH,Thailand,SEARO,8,3269,0,58
2020-07-24,TH,Thailand,SEARO,10,3279,0,58
2020-07-25,TH,Thailand,SEARO,3,3282,0,58
2020-07-26,TH,Thailand,SEARO,9,3291,0,58
2020-07-27,TH,Thailand,SEARO,4,3295,0,58
2020-07-28,TH,Thailand,SEARO,2,3297,0,58
2020-07-29,TH,Thailand,SEARO,1,3298,0,58
2020-07-30,TH,Thailand,SEARO,6,3304,0,58
2020-07-31,TH,Thailand,SEARO,6,3310,0,58
2020-08-01,TH,Thailand,SEARO,2,3312,0,58
2020-08-02,TH,Thailand,SEARO,5,3317,0,58
2020-08-03,TH,Thailand,SEARO,3,3320,0,58
2020-08-04,TH,Thailand,SEARO,1,3321,0,58
2020-08-05,TH,Thailand,SEARO,7,3328,0,58
2020-08-06,TH,Thailand,SEARO,2,3330,0,58
2020-08-07,TH,Thailand,SEARO,15,3345,0,58
2020-08-08,TH,Thailand,SEARO,3,3348,0,58
2020-08-09,TH,Thailand,SEARO,3,3351,0,58
2020-08-10,TH,Thailand,SEARO,0,3351,0,58
2020-08-11,TH,Thailand,SEARO,0,3351,0,58
2020-08-12,TH,Thailand,SEARO,5,3356,0,58
2020-08-13,TH,Thailand,SEARO,3,3359,0,58
2020-08-14,TH,Thailand,SEARO,17,3376,0,58
2020-08-15,TH,Thailand,SEARO,0,3376,0,58
2020-08-16,TH,Thailand,SEARO,1,3377,0,58
2020-08-17,TH,Thailand,SEARO,1,3378,0,58
2020-08-18,TH,Thailand,SEARO,3,3381,0,58
2020-08-19,TH,Thailand,SEARO,1,3382,0,58
2020-08-20,TH,Thailand,SEARO,7,3389,0,58
2020-08-21,TH,Thailand,SEARO,1,3390,0,58
2020-08-22,TH,Thailand,SEARO,0,3390,0,58
2020-08-23,TH,Thailand,SEARO,5,3395,0,58
2020-08-24,TH,Thailand,SEARO,2,3397,0,58
2020-08-25,TH,Thailand,SEARO,5,3402,0,58
2020-08-26,TH,Thailand,SEARO,1,3403,0,58
2020-08-27,TH,Thailand,SEARO,1,3404,0,58
2020-08-28,TH,Thailand,SEARO,6,3410,0,58
2020-08-29,TH,Thailand,SEARO,1,3411,0,58
2020-08-30,TH,Thailand,SEARO,0,3411,0,58
2020-08-31,TH,Thailand,SEARO,1,3412,0,58
2020-09-01,TH,Thailand,SEARO,5,3417,0,58
2020-09-02,TH,Thailand,SEARO,8,3425,0,58
2020-09-03,TH,Thailand,SEARO,2,3427,0,58
2020-09-04,TH,Thailand,SEARO,4,3431,0,58
2020-09-05,TH,Thailand,SEARO,7,3438,0,58
2020-09-06,TH,Thailand,SEARO,6,3444,0,58
2020-09-07,TH,Thailand,SEARO,1,3445,0,58
2020-09-08,TH,Thailand,SEARO,1,3446,0,58
2020-09-09,TH,Thailand,SEARO,1,3447,0,58
2020-09-10,TH,Thailand,SEARO,7,3454,0,58
2020-09-11,TH,Thailand,SEARO,7,3461,0,58
2020-09-12,TH,Thailand,SEARO,5,3466,0,58
2020-09-13,TH,Thailand,SEARO,7,3473,0,58
2020-09-14,TH,Thailand,SEARO,2,3475,0,58
2020-09-15,TH,Thailand,SEARO,5,3480,0,58
2020-09-16,TH,Thailand,SEARO,10,3490,0,58
2020-09-17,TH,Thailand,SEARO,0,3490,0,58
2020-09-18,TH,Thailand,SEARO,7,3497,0,58
2020-09-19,TH,Thailand,SEARO,3,3500,1,59
2020-09-20,TH,Thailand,SEARO,6,3506,0,59
2020-09-21,TH,Thailand,SEARO,0,3506,0,59
2020-09-22,TH,Thailand,SEARO,5,3511,0,59
2020-09-23,TH,Thailand,SEARO,3,3514,0,59
2020-09-24,TH,Thailand,SEARO,2,3516,0,59
2020-09-25,TH,Thailand,SEARO,3,3519,0,59
2020-09-26,TH,Thailand,SEARO,3,3522,0,59
2020-09-27,TH,Thailand,SEARO,1,3523,0,59
2020-09-28,TH,Thailand,SEARO,22,3545,0,59
2020-09-29,TH,Thailand,SEARO,14,3559,0,59
2020-09-30,TH,Thailand,SEARO,5,3564,0,59
2020-10-01,TH,Thailand,SEARO,5,3569,0,59
2020-10-02,TH,Thailand,SEARO,6,3575,0,59
2020-10-03,TH,Thailand,SEARO,8,3583,0,59
2020-10-04,TH,Thailand,SEARO,2,3585,0,59
2020-10-05,TH,Thailand,SEARO,5,3590,0,59
2020-10-06,TH,Thailand,SEARO,10,3600,0,59
2020-10-07,TH,Thailand,SEARO,15,3615,0,59
2020-10-08,TH,Thailand,SEARO,7,3622,0,59
2020-10-09,TH,Thailand,SEARO,6,3628,0,59
2020-10-10,TH,Thailand,SEARO,6,3634,0,59
2020-10-11,TH,Thailand,SEARO,2,3636,0,59
2020-10-12,TH,Thailand,SEARO,5,3641,0,59
2020-10-13,TH,Thailand,SEARO,2,3643,0,59
2020-10-14,TH,Thailand,SEARO,9,3652,0,59
2020-10-15,TH,Thailand,SEARO,13,3665,0,59
2020-10-16,TH,Thailand,SEARO,4,3669,0,59
2020-10-17,TH,Thailand,SEARO,10,3679,0,59
2020-10-18,TH,Thailand,SEARO,7,3686,0,59
2020-10-19,TH,Thailand,SEARO,5,3691,0,59
2020-10-20,TH,Thailand,SEARO,9,3700,0,59
2020-10-21,TH,Thailand,SEARO,9,3709,0,59
2020-10-22,TH,Thailand,SEARO,10,3719,0,59
2020-10-23,TH,Thailand,SEARO,8,3727,0,59
2020-10-24,TH,Thailand,SEARO,4,3731,0,59
2020-10-25,TH,Thailand,SEARO,5,3736,0,59
2020-10-26,TH,Thailand,SEARO,7,3743,0,59
2020-10-27,TH,Thailand,SEARO,3,3746,0,59
2020-10-28,TH,Thailand,SEARO,13,3759,0,59
2020-10-29,TH,Thailand,SEARO,4,3763,0,59
2020-10-30,TH,Thailand,SEARO,12,3775,0,59
2020-10-31,TH,Thailand,SEARO,5,3780,0,59
2020-11-01,TH,Thailand,SEARO,4,3784,0,59
2020-11-02,TH,Thailand,SEARO,3,3787,0,59
2020-11-03,TH,Thailand,SEARO,10,3797,0,59
2020-11-04,TH,Thailand,SEARO,7,3804,0,59
2020-11-05,TH,Thailand,SEARO,6,3810,0,59
2020-11-06,TH,Thailand,SEARO,8,3818,1,60
2020-11-07,TH,Thailand,SEARO,12,3830,0,60
2020-11-08,TH,Thailand,SEARO,7,3837,0,60
2020-11-09,TH,Thailand,SEARO,3,3840,0,60
2020-11-10,TH,Thailand,SEARO,4,3844,0,60
2020-11-11,TH,Thailand,SEARO,3,3847,0,60
2020-11-12,TH,Thailand,SEARO,5,3852,0,60
2020-11-13,TH,Thailand,SEARO,9,3861,0,60
2020-11-14,TH,Thailand,SEARO,5,3866,0,60
2020-11-15,TH,Thailand,SEARO,8,3874,0,60
2020-11-16,TH,Thailand,SEARO,1,3875,0,60
2020-11-17,TH,Thailand,SEARO,3,3878,0,60
2020-11-18,TH,Thailand,SEARO,2,3880,0,60
2020-11-19,TH,Thailand,SEARO,8,3888,0,60
2020-11-20,TH,Thailand,SEARO,4,3892,0,60
2020-11-21,TH,Thailand,SEARO,10,3902,0,60
2020-11-22,TH,Thailand,SEARO,11,3913,-60,0
2020-11-23,TH,Thailand,SEARO,7,3920,60,60
2020-11-24,TH,Thailand,SEARO,2,3922,0,60
2020-11-25,TH,Thailand,SEARO,4,3926,0,60
2020-11-26,TH,Thailand,SEARO,16,3942,0,60
2020-11-27,TH,Thailand,SEARO,19,3961,0,60
2020-11-28,TH,Thailand,SEARO,5,3966,0,60
2020-11-29,TH,Thailand,SEARO,11,3977,0,60
2020-11-30,TH,Thailand,SEARO,21,3998,0,60
2020-12-01,TH,Thailand,SEARO,10,4008,0,60
2020-12-02,TH,Thailand,SEARO,18,4026,0,60
2020-12-03,TH,Thailand,SEARO,13,4039,0,60
2020-12-04,TH,Thailand,SEARO,14,4053,0,60
2020-12-05,TH,Thailand,SEARO,19,4072,0,60
2020-12-06,TH,Thailand,SEARO,14,4086,0,60
2020-12-07,TH,Thailand,SEARO,21,4107,0,60
2020-12-08,TH,Thailand,SEARO,19,4126,0,60
2020-12-09,TH,Thailand,SEARO,25,4151,0,60
2020-12-10,TH,Thailand,SEARO,18,4169,0,60
2020-12-11,TH,Thailand,SEARO,11,4180,0,60
2020-12-12,TH,Thailand,SEARO,12,4192,0,60
2020-12-13,TH,Thailand,SEARO,17,4209,0,60
2020-12-14,TH,Thailand,SEARO,28,4237,0,60
2020-12-15,TH,Thailand,SEARO,9,4246,0,60
2020-12-16,TH,Thailand,SEARO,15,4261,0,60
2020-12-17,TH,Thailand,SEARO,20,4281,0,60
2020-12-18,TH,Thailand,SEARO,16,4297,0,60
2020-12-19,TH,Thailand,SEARO,34,4331,0,60
2020-12-20,TH,Thailand,SEARO,576,4907,0,60
2020-12-21,TH,Thailand,SEARO,382,5289,0,60
2020-12-22,TH,Thailand,SEARO,427,5716,0,60
2020-12-23,TH,Thailand,SEARO,46,5762,0,60
2020-12-24,TH,Thailand,SEARO,67,5829,0,60
2020-12-25,TH,Thailand,SEARO,81,5910,0,60
2020-12-26,TH,Thailand,SEARO,110,6020,0,60
2020-12-27,TH,Thailand,SEARO,121,6141,0,60
2020-12-28,TH,Thailand,SEARO,144,6285,0,60
2020-12-29,TH,Thailand,SEARO,155,6440,1,61
2020-12-30,TH,Thailand,SEARO,250,6690,0,61
2020-12-31,TH,Thailand,SEARO,194,6884,0,61
2021-01-01,TH,Thailand,SEARO,279,7163,2,63
2021-01-02,TH,Thailand,SEARO,216,7379,1,64
2021-01-03,TH,Thailand,SEARO,315,7694,0,64
2021-01-04,TH,Thailand,SEARO,745,8439,1,65
2021-01-05,TH,Thailand,SEARO,527,8966,0,65
2021-01-06,TH,Thailand,SEARO,365,9331,1,66
2021-01-07,TH,Thailand,SEARO,305,9636,1,67
2021-01-08,TH,Thailand,SEARO,205,9841,0,67
2021-01-09,TH,Thailand,SEARO,212,10053,0,67
2021-01-10,TH,Thailand,SEARO,245,10298,0,67
2021-01-11,TH,Thailand,SEARO,249,10547,0,67
2021-01-12,TH,Thailand,SEARO,287,10834,0,67
2021-01-13,TH,Thailand,SEARO,157,10991,0,67
2021-01-14,TH,Thailand,SEARO,271,11262,2,69
2021-01-15,TH,Thailand,SEARO,188,11450,0,69
2021-01-16,TH,Thailand,SEARO,230,11680,1,70
2021-01-17,TH,Thailand,SEARO,374,12054,0,70
2021-01-18,TH,Thailand,SEARO,369,12423,0,70
2021-01-19,TH,Thailand,SEARO,171,12594,0,70
2021-01-20,TH,Thailand,SEARO,59,12653,1,71
2021-01-21,TH,Thailand,SEARO,142,12795,0,71
2021-01-22,TH,Thailand,SEARO,309,13104,0,71
2021-01-23,TH,Thailand,SEARO,198,13302,1,72
2021-01-24,TH,Thailand,SEARO,198,13500,1,73
2021-01-25,TH,Thailand,SEARO,187,13687,2,75
2021-01-26,TH,Thailand,SEARO,959,14646,0,75
2021-01-27,TH,Thailand,SEARO,819,15465,1,76
2021-01-28,TH,Thailand,SEARO,756,16221,0,76
2021-01-29,TH,Thailand,SEARO,802,17023,0,76
2021-01-30,TH,Thailand,SEARO,930,17953,1,77
